,country,date,variant,num_sequences,perc_sequences,num_sequences_total
9211,Botswana,2020-12-07,Omicron,0,0.0,10
9215,Botswana,2020-12-07,non_who,7,70.0,10
9216,Botswana,2020-12-21,Alpha,0,0.0,17
9221,Botswana,2020-12-21,B.1.177,0,0.0,17
9227,Botswana,2020-12-21,Delta,0,0.0,17
9235,Botswana,2020-12-21,Omicron,0,0.0,17
9239,Botswana,2020-12-21,non_who,13,76.47,17
9240,Botswana,2021-01-04,Alpha,0,0.0,13
9245,Botswana,2021-01-04,B.1.177,0,0.0,13
9251,Botswana,2021-01-04,Delta,0,0.0,13
9259,Botswana,2021-01-04,Omicron,0,0.0,13
9263,Botswana,2021-01-04,non_who,9,69.23,13
9264,Botswana,2021-01-11,Alpha,0,0.0,6
9269,Botswana,2021-01-11,B.1.177,0,0.0,6
9275,Botswana,2021-01-11,Delta,0,0.0,6
9283,Botswana,2021-01-11,Omicron,0,0.0,6
9287,Botswana,2021-01-11,non_who,1,16.67,6
9288,Botswana,2021-01-25,Alpha,0,0.0,66
9293,Botswana,2021-01-25,B.1.177,0,0.0,66
9299,Botswana,2021-01-25,Delta,0,0.0,66
9307,Botswana,2021-01-25,Omicron,0,0.0,66
9311,Botswana,2021-01-25,non_who,9,13.64,66
9312,Botswana,2021-02-08,Alpha,0,0.0,29
9317,Botswana,2021-02-08,B.1.177,0,0.0,29
9323,Botswana,2021-02-08,Delta,0,0.0,29
9331,Botswana,2021-02-08,Omicron,0,0.0,29
9335,Botswana,2021-02-08,non_who,0,0.0,29
9336,Botswana,2021-02-22,Alpha,0,0.0,10
9341,Botswana,2021-02-22,B.1.177,0,0.0,10
9347,Botswana,2021-02-22,Delta,0,0.0,10
9355,Botswana,2021-02-22,Omicron,0,0.0,10
9359,Botswana,2021-02-22,non_who,0,0.0,10
9360,Botswana,2021-03-08,Alpha,0,0.0,11
9365,Botswana,2021-03-08,B.1.177,0,0.0,11
9371,Botswana,2021-03-08,Delta,0,0.0,11
9379,Botswana,2021-03-08,Omicron,0,0.0,11
9383,Botswana,2021-03-08,non_who,0,0.0,11
9384,Botswana,2021-03-22,Alpha,0,0.0,64
9389,Botswana,2021-03-22,B.1.177,0,0.0,64
9395,Botswana,2021-03-22,Delta,0,0.0,64
9403,Botswana,2021-03-22,Omicron,0,0.0,64
9407,Botswana,2021-03-22,non_who,1,1.56,64
9408,Botswana,2021-04-05,Alpha,0,0.0,7
9413,Botswana,2021-04-05,B.1.177,0,0.0,7
9419,Botswana,2021-04-05,Delta,0,0.0,7
9427,Botswana,2021-04-05,Omicron,0,0.0,7
9431,Botswana,2021-04-05,non_who,4,57.14,7
9432,Botswana,2021-05-03,Alpha,0,0.0,7
9437,Botswana,2021-05-03,B.1.177,0,0.0,7
9443,Botswana,2021-05-03,Delta,2,28.57,7
9451,Botswana,2021-05-03,Omicron,0,0.0,7
9455,Botswana,2021-05-03,non_who,1,14.29,7
9456,Botswana,2021-05-17,Alpha,0,0.0,19
9461,Botswana,2021-05-17,B.1.177,0,0.0,19
9467,Botswana,2021-05-17,Delta,6,31.58,19
9475,Botswana,2021-05-17,Omicron,0,0.0,19
9479,Botswana,2021-05-17,non_who,2,10.53,19
9480,Botswana,2021-05-31,Alpha,0,0.0,48
9485,Botswana,2021-05-31,B.1.177,0,0.0,48
9491,Botswana,2021-05-31,Delta,2,4.17,48
9499,Botswana,2021-05-31,Omicron,0,0.0,48
9503,Botswana,2021-05-31,non_who,1,2.08,48
9504,Botswana,2021-06-14,Alpha,0,0.0,102
9509,Botswana,2021-06-14,B.1.177,0,0.0,102
9515,Botswana,2021-06-14,Delta,14,13.73,102
9523,Botswana,2021-06-14,Omicron,0,0.0,102
9527,Botswana,2021-06-14,non_who,13,12.74,102
9528,Botswana,2021-06-28,Alpha,0,0.0,196
9533,Botswana,2021-06-28,B.1.177,0,0.0,196
9539,Botswana,2021-06-28,Delta,134,68.37,196
9547,Botswana,2021-06-28,Omicron,0,0.0,196
9551,Botswana,2021-06-28,non_who,16,8.16,196
9552,Botswana,2021-07-12,Alpha,0,0.0,106
9557,Botswana,2021-07-12,B.1.177,0,0.0,106
9563,Botswana,2021-07-12,Delta,87,82.08,106
9571,Botswana,2021-07-12,Omicron,0,0.0,106
9575,Botswana,2021-07-12,non_who,9,8.49,106
9576,Botswana,2021-07-26,Alpha,0,0.0,68
9581,Botswana,2021-07-26,B.1.177,0,0.0,68
9587,Botswana,2021-07-26,Delta,66,97.06,68
9595,Botswana,2021-07-26,Omicron,0,0.0,68
9599,Botswana,2021-07-26,non_who,0,0.0,68
9600,Botswana,2021-08-09,Alpha,0,0.0,38
9605,Botswana,2021-08-09,B.1.177,0,0.0,38
9611,Botswana,2021-08-09,Delta,36,94.74,38
9619,Botswana,2021-08-09,Omicron,0,0.0,38
9623,Botswana,2021-08-09,non_who,1,2.63,38
9624,Botswana,2021-08-23,Alpha,0,0.0,82
9629,Botswana,2021-08-23,B.1.177,0,0.0,82
9635,Botswana,2021-08-23,Delta,81,98.78,82
9643,Botswana,2021-08-23,Omicron,0,0.0,82
9647,Botswana,2021-08-23,non_who,0,0.0,82
9648,Botswana,2021-09-06,Alpha,0,0.0,294
9653,Botswana,2021-09-06,B.1.177,0,0.0,294
9659,Botswana,2021-09-06,Delta,293,99.66,294
9667,Botswana,2021-09-06,Omicron,0,0.0,294
9671,Botswana,2021-09-06,non_who,1,0.34,294
9672,Botswana,2021-09-20,Alpha,0,0.0,112
9677,Botswana,2021-09-20,B.1.177,0,0.0,112
9683,Botswana,2021-09-20,Delta,110,98.21,112
9691,Botswana,2021-09-20,Omicron,0,0.0,112
9695,Botswana,2021-09-20,non_who,1,0.9,112
9696,Botswana,2021-10-04,Alpha,0,0.0,58
9701,Botswana,2021-10-04,B.1.177,0,0.0,58
9707,Botswana,2021-10-04,Delta,56,96.55,58
9715,Botswana,2021-10-04,Omicron,0,0.0,58
9719,Botswana,2021-10-04,non_who,1,1.73,58
9720,Botswana,2021-10-18,Alpha,0,0.0,92
9725,Botswana,2021-10-18,B.1.177,0,0.0,92
9731,Botswana,2021-10-18,Delta,92,100.0,92
9739,Botswana,2021-10-18,Omicron,0,0.0,92
9743,Botswana,2021-10-18,non_who,0,0.0,92
9744,Botswana,2021-11-01,Alpha,0,0.0,53
9749,Botswana,2021-11-01,B.1.177,0,0.0,53
9755,Botswana,2021-11-01,Delta,52,98.11,53
9763,Botswana,2021-11-01,Omicron,0,0.0,53
9767,Botswana,2021-11-01,non_who,0,0.0,53
9768,Botswana,2021-11-15,Alpha,0,0.0,116
9773,Botswana,2021-11-15,B.1.177,0,0.0,116
9779,Botswana,2021-11-15,Delta,110,94.83,116
9787,Botswana,2021-11-15,Omicron,6,5.17,116
9791,Botswana,2021-11-15,non_who,0,0.0,116
9792,Botswana,2021-11-29,Alpha,0,0.0,124
9797,Botswana,2021-11-29,B.1.177,0,0.0,124
9803,Botswana,2021-11-29,Delta,93,75.0,124
9811,Botswana,2021-11-29,Omicron,25,20.16,124
9815,Botswana,2021-11-29,non_who,6,4.84,124
9816,Botswana,2021-12-13,Alpha,0,0.0,272
9821,Botswana,2021-12-13,B.1.177,0,0.0,272
9827,Botswana,2021-12-13,Delta,43,15.81,272
9835,Botswana,2021-12-13,Omicron,207,76.1,272
9839,Botswana,2021-12-13,non_who,22,8.09,272
9840,Botswana,2021-12-27,Alpha,0,0.0,143
9845,Botswana,2021-12-27,B.1.177,0,0.0,143
9851,Botswana,2021-12-27,Delta,0,0.0,143
9859,Botswana,2021-12-27,Omicron,142,99.3,143
9863,Botswana,2021-12-27,non_who,1,0.7,143
9864,Brazil,2020-05-11,Alpha,0,0.0,311
9869,Brazil,2020-05-11,B.1.177,0,0.0,311
9875,Brazil,2020-05-11,Delta,0,0.0,311
9883,Brazil,2020-05-11,Omicron,0,0.0,311
9887,Brazil,2020-05-11,non_who,311,100.0,311
9888,Brazil,2020-05-25,Alpha,0,0.0,183
9893,Brazil,2020-05-25,B.1.177,0,0.0,183
9899,Brazil,2020-05-25,Delta,0,0.0,183
9907,Brazil,2020-05-25,Omicron,0,0.0,183
9911,Brazil,2020-05-25,non_who,183,100.0,183
9912,Brazil,2020-06-08,Alpha,0,0.0,194
9917,Brazil,2020-06-08,B.1.177,0,0.0,194
9923,Brazil,2020-06-08,Delta,0,0.0,194
9931,Brazil,2020-06-08,Omicron,0,0.0,194
9935,Brazil,2020-06-08,non_who,194,100.0,194
9936,Brazil,2020-06-22,Alpha,0,0.0,179
9941,Brazil,2020-06-22,B.1.177,0,0.0,179
9947,Brazil,2020-06-22,Delta,0,0.0,179
9955,Brazil,2020-06-22,Omicron,0,0.0,179
9959,Brazil,2020-06-22,non_who,179,100.0,179
9960,Brazil,2020-07-06,Alpha,0,0.0,296
9965,Brazil,2020-07-06,B.1.177,0,0.0,296
9971,Brazil,2020-07-06,Delta,0,0.0,296
9979,Brazil,2020-07-06,Omicron,0,0.0,296
9983,Brazil,2020-07-06,non_who,296,100.0,296
9984,Brazil,2020-07-20,Alpha,0,0.0,168
9989,Brazil,2020-07-20,B.1.177,0,0.0,168
9995,Brazil,2020-07-20,Delta,0,0.0,168
10003,Brazil,2020-07-20,Omicron,0,0.0,168
10007,Brazil,2020-07-20,non_who,168,100.0,168
10008,Brazil,2020-08-03,Alpha,0,0.0,224
10013,Brazil,2020-08-03,B.1.177,0,0.0,224
10019,Brazil,2020-08-03,Delta,0,0.0,224
10027,Brazil,2020-08-03,Omicron,0,0.0,224
10031,Brazil,2020-08-03,non_who,224,100.0,224
10032,Brazil,2020-08-17,Alpha,0,0.0,231
10037,Brazil,2020-08-17,B.1.177,0,0.0,231
10043,Brazil,2020-08-17,Delta,0,0.0,231
10051,Brazil,2020-08-17,Omicron,0,0.0,231
10055,Brazil,2020-08-17,non_who,231,100.0,231
10056,Brazil,2020-08-31,Alpha,0,0.0,157
10061,Brazil,2020-08-31,B.1.177,0,0.0,157
10067,Brazil,2020-08-31,Delta,0,0.0,157
10075,Brazil,2020-08-31,Omicron,0,0.0,157
10079,Brazil,2020-08-31,non_who,157,100.0,157
10080,Brazil,2020-09-14,Alpha,0,0.0,221
10085,Brazil,2020-09-14,B.1.177,0,0.0,221
10091,Brazil,2020-09-14,Delta,0,0.0,221
10099,Brazil,2020-09-14,Omicron,0,0.0,221
10103,Brazil,2020-09-14,non_who,221,100.0,221
10104,Brazil,2020-09-28,Alpha,0,0.0,195
10109,Brazil,2020-09-28,B.1.177,0,0.0,195
10115,Brazil,2020-09-28,Delta,0,0.0,195
10123,Brazil,2020-09-28,Omicron,0,0.0,195
10127,Brazil,2020-09-28,non_who,195,100.0,195
10128,Brazil,2020-10-12,Alpha,0,0.0,196
10133,Brazil,2020-10-12,B.1.177,0,0.0,196
10139,Brazil,2020-10-12,Delta,0,0.0,196
10147,Brazil,2020-10-12,Omicron,0,0.0,196
10151,Brazil,2020-10-12,non_who,196,100.0,196
10152,Brazil,2020-10-26,Alpha,0,0.0,202
10157,Brazil,2020-10-26,B.1.177,0,0.0,202
10163,Brazil,2020-10-26,Delta,0,0.0,202
10171,Brazil,2020-10-26,Omicron,0,0.0,202
10175,Brazil,2020-10-26,non_who,202,100.0,202
10176,Brazil,2020-11-09,Alpha,0,0.0,238
10181,Brazil,2020-11-09,B.1.177,0,0.0,238
10187,Brazil,2020-11-09,Delta,0,0.0,238
10195,Brazil,2020-11-09,Omicron,0,0.0,238
10199,Brazil,2020-11-09,non_who,236,99.16,238
10200,Brazil,2020-11-23,Alpha,0,0.0,361
10205,Brazil,2020-11-23,B.1.177,1,0.28,361
10211,Brazil,2020-11-23,Delta,0,0.0,361
10219,Brazil,2020-11-23,Omicron,0,0.0,361
10223,Brazil,2020-11-23,non_who,358,99.17,361
10224,Brazil,2020-12-07,Alpha,0,0.0,513
10229,Brazil,2020-12-07,B.1.177,0,0.0,513
10235,Brazil,2020-12-07,Delta,0,0.0,513
10243,Brazil,2020-12-07,Omicron,0,0.0,513
10247,Brazil,2020-12-07,non_who,508,99.03,513
10248,Brazil,2020-12-21,Alpha,0,0.0,469
10253,Brazil,2020-12-21,B.1.177,0,0.0,469
10259,Brazil,2020-12-21,Delta,0,0.0,469
10267,Brazil,2020-12-21,Omicron,0,0.0,469
10271,Brazil,2020-12-21,non_who,441,94.03,469
10272,Brazil,2021-01-04,Alpha,7,1.21,578
10277,Brazil,2021-01-04,B.1.177,0,0.0,578
10283,Brazil,2021-01-04,Delta,0,0.0,578
10291,Brazil,2021-01-04,Omicron,0,0.0,578
10295,Brazil,2021-01-04,non_who,444,76.82,578
10296,Brazil,2021-01-11,Alpha,19,3.73,510
10301,Brazil,2021-01-11,B.1.177,0,0.0,510
10307,Brazil,2021-01-11,Delta,0,0.0,510
10315,Brazil,2021-01-11,Omicron,0,0.0,510
10319,Brazil,2021-01-11,non_who,397,77.84,510
10320,Brazil,2021-01-25,Alpha,32,3.6,888
10325,Brazil,2021-01-25,B.1.177,2,0.23,888
10331,Brazil,2021-01-25,Delta,0,0.0,888
10339,Brazil,2021-01-25,Omicron,0,0.0,888
10343,Brazil,2021-01-25,non_who,631,71.06,888
10344,Brazil,2021-02-08,Alpha,15,1.51,991
10349,Brazil,2021-02-08,B.1.177,2,0.2,991
10355,Brazil,2021-02-08,Delta,0,0.0,991
10363,Brazil,2021-02-08,Omicron,0,0.0,991
10367,Brazil,2021-02-08,non_who,624,62.97,991
10368,Brazil,2021-02-22,Alpha,39,3.07,1270
10373,Brazil,2021-02-22,B.1.177,0,0.0,1270
10379,Brazil,2021-02-22,Delta,0,0.0,1270
10387,Brazil,2021-02-22,Omicron,0,0.0,1270
10391,Brazil,2021-02-22,non_who,498,39.21,1270
10392,Brazil,2021-03-08,Alpha,46,2.53,1817
10397,Brazil,2021-03-08,B.1.177,0,0.0,1817
10403,Brazil,2021-03-08,Delta,0,0.0,1817
10411,Brazil,2021-03-08,Omicron,0,0.0,1817
10415,Brazil,2021-03-08,non_who,375,20.63,1817
10416,Brazil,2021-03-22,Alpha,78,4.04,1929
10421,Brazil,2021-03-22,B.1.177,0,0.0,1929
10427,Brazil,2021-03-22,Delta,2,0.1,1929
10435,Brazil,2021-03-22,Omicron,0,0.0,1929
10439,Brazil,2021-03-22,non_who,198,10.27,1929
10440,Brazil,2021-04-05,Alpha,151,5.4,2797
10445,Brazil,2021-04-05,B.1.177,0,0.0,2797
10451,Brazil,2021-04-05,Delta,1,0.04,2797
10459,Brazil,2021-04-05,Omicron,0,0.0,2797
10463,Brazil,2021-04-05,non_who,197,7.04,2797
10464,Brazil,2021-04-19,Alpha,138,3.64,3791
10469,Brazil,2021-04-19,B.1.177,0,0.0,3791
10475,Brazil,2021-04-19,Delta,3,0.08,3791
10483,Brazil,2021-04-19,Omicron,0,0.0,3791
10487,Brazil,2021-04-19,non_who,144,3.8,3791
10488,Brazil,2021-05-03,Alpha,89,2.34,3804
10493,Brazil,2021-05-03,B.1.177,0,0.0,3804
10499,Brazil,2021-05-03,Delta,6,0.16,3804
10507,Brazil,2021-05-03,Omicron,0,0.0,3804
10511,Brazil,2021-05-03,non_who,78,2.05,3804
10512,Brazil,2021-05-17,Alpha,69,2.13,3247
10517,Brazil,2021-05-17,B.1.177,0,0.0,3247
10523,Brazil,2021-05-17,Delta,8,0.25,3247
10531,Brazil,2021-05-17,Omicron,0,0.0,3247
10535,Brazil,2021-05-17,non_who,40,1.22,3247
10536,Brazil,2021-05-31,Alpha,97,2.34,4137
10541,Brazil,2021-05-31,B.1.177,0,0.0,4137
10547,Brazil,2021-05-31,Delta,4,0.1,4137
10555,Brazil,2021-05-31,Omicron,0,0.0,4137
10559,Brazil,2021-05-31,non_who,60,1.45,4137
10560,Brazil,2021-06-14,Alpha,77,1.51,5088
10565,Brazil,2021-06-14,B.1.177,0,0.0,5088
10571,Brazil,2021-06-14,Delta,12,0.24,5088
10579,Brazil,2021-06-14,Omicron,0,0.0,5088
10583,Brazil,2021-06-14,non_who,59,1.16,5088
10584,Brazil,2021-06-28,Alpha,78,1.75,4466
10589,Brazil,2021-06-28,B.1.177,0,0.0,4466
10595,Brazil,2021-06-28,Delta,47,1.05,4466
10603,Brazil,2021-06-28,Omicron,0,0.0,4466
10607,Brazil,2021-06-28,non_who,29,0.66,4466
10608,Brazil,2021-07-12,Alpha,50,0.9,5548
10613,Brazil,2021-07-12,B.1.177,0,0.0,5548
10619,Brazil,2021-07-12,Delta,295,5.32,5548
10627,Brazil,2021-07-12,Omicron,0,0.0,5548
10631,Brazil,2021-07-12,non_who,23,0.41,5548
10632,Brazil,2021-07-26,Alpha,32,0.59,5381
10637,Brazil,2021-07-26,B.1.177,0,0.0,5381
10643,Brazil,2021-07-26,Delta,584,10.85,5381
10651,Brazil,2021-07-26,Omicron,0,0.0,5381
10655,Brazil,2021-07-26,non_who,22,0.42,5381
10656,Brazil,2021-08-09,Alpha,12,0.23,5217
10661,Brazil,2021-08-09,B.1.177,0,0.0,5217
10667,Brazil,2021-08-09,Delta,1507,28.89,5217
10675,Brazil,2021-08-09,Omicron,0,0.0,5217
10679,Brazil,2021-08-09,non_who,18,0.34,5217
10680,Brazil,2021-08-23,Alpha,9,0.22,4130
10685,Brazil,2021-08-23,B.1.177,0,0.0,4130
10691,Brazil,2021-08-23,Delta,2701,65.4,4130
10699,Brazil,2021-08-23,Omicron,0,0.0,4130
10703,Brazil,2021-08-23,non_who,12,0.3,4130
10704,Brazil,2021-09-06,Alpha,5,0.09,5469
10709,Brazil,2021-09-06,B.1.177,0,0.0,5469
10715,Brazil,2021-09-06,Delta,4574,83.64,5469
10723,Brazil,2021-09-06,Omicron,0,0.0,5469
10727,Brazil,2021-09-06,non_who,6,0.1,5469
10728,Brazil,2021-09-20,Alpha,0,0.0,5701
10733,Brazil,2021-09-20,B.1.177,0,0.0,5701
10739,Brazil,2021-09-20,Delta,5165,90.6,5701
10747,Brazil,2021-09-20,Omicron,0,0.0,5701
10751,Brazil,2021-09-20,non_who,22,0.38,5701
10752,Brazil,2021-10-04,Alpha,0,0.0,4572
10757,Brazil,2021-10-04,B.1.177,0,0.0,4572
10763,Brazil,2021-10-04,Delta,4355,95.25,4572
10771,Brazil,2021-10-04,Omicron,0,0.0,4572
10775,Brazil,2021-10-04,non_who,7,0.16,4572
10776,Brazil,2021-10-18,Alpha,0,0.0,4449
10781,Brazil,2021-10-18,B.1.177,0,0.0,4449
10787,Brazil,2021-10-18,Delta,4383,98.52,4449
10795,Brazil,2021-10-18,Omicron,0,0.0,4449
10799,Brazil,2021-10-18,non_who,1,0.02,4449
10800,Brazil,2021-11-01,Alpha,0,0.0,3014
10805,Brazil,2021-11-01,B.1.177,0,0.0,3014
10811,Brazil,2021-11-01,Delta,2982,98.94,3014
10819,Brazil,2021-11-01,Omicron,0,0.0,3014
10823,Brazil,2021-11-01,non_who,1,0.03,3014
10824,Brazil,2021-11-15,Alpha,0,0.0,2757
10829,Brazil,2021-11-15,B.1.177,0,0.0,2757
10835,Brazil,2021-11-15,Delta,2742,99.46,2757
10843,Brazil,2021-11-15,Omicron,0,0.0,2757
10847,Brazil,2021-11-15,non_who,0,0.0,2757
10848,Brazil,2021-11-29,Alpha,0,0.0,2547
10853,Brazil,2021-11-29,B.1.177,0,0.0,2547
10859,Brazil,2021-11-29,Delta,2526,99.18,2547
10867,Brazil,2021-11-29,Omicron,4,0.16,2547
10871,Brazil,2021-11-29,non_who,2,0.07,2547
10872,Brazil,2021-12-13,Alpha,0,0.0,1332
10877,Brazil,2021-12-13,B.1.177,0,0.0,1332
10883,Brazil,2021-12-13,Delta,1290,96.85,1332
10891,Brazil,2021-12-13,Omicron,38,2.85,1332
10895,Brazil,2021-12-13,non_who,1,0.07,1332
10896,Brazil,2021-12-27,Alpha,0,0.0,252
10901,Brazil,2021-12-27,B.1.177,0,0.0,252
10907,Brazil,2021-12-27,Delta,105,41.67,252
10915,Brazil,2021-12-27,Omicron,147,58.33,252
10919,Brazil,2021-12-27,non_who,0,0.0,252
10920,Brunei,2021-01-04,Alpha,0,0.0,2
10925,Brunei,2021-01-04,B.1.177,0,0.0,2
10931,Brunei,2021-01-04,Delta,0,0.0,2
10939,Brunei,2021-01-04,Omicron,0,0.0,2
10943,Brunei,2021-01-04,non_who,2,100.0,2
10944,Brunei,2021-01-25,Alpha,0,0.0,1
10949,Brunei,2021-01-25,B.1.177,0,0.0,1
10955,Brunei,2021-01-25,Delta,0,0.0,1
10963,Brunei,2021-01-25,Omicron,0,0.0,1
10967,Brunei,2021-01-25,non_who,0,0.0,1
10968,Brunei,2021-02-08,Alpha,0,0.0,2
10973,Brunei,2021-02-08,B.1.177,0,0.0,2
10979,Brunei,2021-02-08,Delta,0,0.0,2
10987,Brunei,2021-02-08,Omicron,0,0.0,2
10991,Brunei,2021-02-08,non_who,2,100.0,2
10992,Brunei,2021-07-26,Alpha,0,0.0,16
10997,Brunei,2021-07-26,B.1.177,0,0.0,16
11003,Brunei,2021-07-26,Delta,16,100.0,16
11011,Brunei,2021-07-26,Omicron,0,0.0,16
11015,Brunei,2021-07-26,non_who,0,0.0,16
11016,Brunei,2021-08-23,Alpha,0,0.0,12
11021,Brunei,2021-08-23,B.1.177,0,0.0,12
11027,Brunei,2021-08-23,Delta,12,100.0,12
11035,Brunei,2021-08-23,Omicron,0,0.0,12
11039,Brunei,2021-08-23,non_who,0,0.0,12
11040,Brunei,2021-11-01,Alpha,0,0.0,12
11045,Brunei,2021-11-01,B.1.177,0,0.0,12
11051,Brunei,2021-11-01,Delta,12,100.0,12
11059,Brunei,2021-11-01,Omicron,0,0.0,12
11063,Brunei,2021-11-01,non_who,0,0.0,12
11064,Brunei,2021-11-15,Alpha,0,0.0,118
11069,Brunei,2021-11-15,B.1.177,0,0.0,118
11075,Brunei,2021-11-15,Delta,118,100.0,118
11083,Brunei,2021-11-15,Omicron,0,0.0,118
11087,Brunei,2021-11-15,non_who,0,0.0,118
11088,Brunei,2021-11-29,Alpha,0,0.0,125
11093,Brunei,2021-11-29,B.1.177,0,0.0,125
11099,Brunei,2021-11-29,Delta,125,100.0,125
11107,Brunei,2021-11-29,Omicron,0,0.0,125
11111,Brunei,2021-11-29,non_who,0,0.0,125
11112,Brunei,2021-12-13,Alpha,0,0.0,32
11117,Brunei,2021-12-13,B.1.177,0,0.0,32
11123,Brunei,2021-12-13,Delta,32,100.0,32
11131,Brunei,2021-12-13,Omicron,0,0.0,32
11135,Brunei,2021-12-13,non_who,0,0.0,32
11136,Brunei,2021-12-27,Alpha,0,0.0,11
11141,Brunei,2021-12-27,B.1.177,0,0.0,11
11147,Brunei,2021-12-27,Delta,3,27.27,11
11155,Brunei,2021-12-27,Omicron,8,72.73,11
11159,Brunei,2021-12-27,non_who,0,0.0,11
11160,Bulgaria,2020-05-11,Alpha,0,0.0,3
11165,Bulgaria,2020-05-11,B.1.177,0,0.0,3
11171,Bulgaria,2020-05-11,Delta,0,0.0,3
11179,Bulgaria,2020-05-11,Omicron,0,0.0,3
11183,Bulgaria,2020-05-11,non_who,3,100.0,3
11184,Bulgaria,2020-05-25,Alpha,0,0.0,3
11189,Bulgaria,2020-05-25,B.1.177,0,0.0,3
11195,Bulgaria,2020-05-25,Delta,0,0.0,3
11203,Bulgaria,2020-05-25,Omicron,0,0.0,3
11207,Bulgaria,2020-05-25,non_who,3,100.0,3
11208,Bulgaria,2020-07-20,Alpha,0,0.0,1
11213,Bulgaria,2020-07-20,B.1.177,0,0.0,1
11219,Bulgaria,2020-07-20,Delta,0,0.0,1
11227,Bulgaria,2020-07-20,Omicron,0,0.0,1
11231,Bulgaria,2020-07-20,non_who,1,100.0,1
11232,Bulgaria,2020-08-03,Alpha,0,0.0,1
11237,Bulgaria,2020-08-03,B.1.177,0,0.0,1
11243,Bulgaria,2020-08-03,Delta,0,0.0,1
11251,Bulgaria,2020-08-03,Omicron,0,0.0,1
11255,Bulgaria,2020-08-03,non_who,1,100.0,1
11256,Bulgaria,2020-08-17,Alpha,0,0.0,6
11261,Bulgaria,2020-08-17,B.1.177,0,0.0,6
11267,Bulgaria,2020-08-17,Delta,0,0.0,6
11275,Bulgaria,2020-08-17,Omicron,0,0.0,6
11279,Bulgaria,2020-08-17,non_who,6,100.0,6
11280,Bulgaria,2020-08-31,Alpha,0,0.0,3
11285,Bulgaria,2020-08-31,B.1.177,0,0.0,3
11291,Bulgaria,2020-08-31,Delta,0,0.0,3
11299,Bulgaria,2020-08-31,Omicron,0,0.0,3
11303,Bulgaria,2020-08-31,non_who,3,100.0,3
11304,Bulgaria,2020-09-14,Alpha,0,0.0,5
11309,Bulgaria,2020-09-14,B.1.177,0,0.0,5
11315,Bulgaria,2020-09-14,Delta,0,0.0,5
11323,Bulgaria,2020-09-14,Omicron,0,0.0,5
11327,Bulgaria,2020-09-14,non_who,5,100.0,5
11328,Bulgaria,2020-09-28,Alpha,0,0.0,4
11333,Bulgaria,2020-09-28,B.1.177,0,0.0,4
11339,Bulgaria,2020-09-28,Delta,0,0.0,4
11347,Bulgaria,2020-09-28,Omicron,0,0.0,4
11351,Bulgaria,2020-09-28,non_who,4,100.0,4
11352,Bulgaria,2020-10-12,Alpha,0,0.0,2
11357,Bulgaria,2020-10-12,B.1.177,0,0.0,2
11363,Bulgaria,2020-10-12,Delta,0,0.0,2
11371,Bulgaria,2020-10-12,Omicron,0,0.0,2
11375,Bulgaria,2020-10-12,non_who,2,100.0,2
11376,Bulgaria,2020-10-26,Alpha,0,0.0,2
11381,Bulgaria,2020-10-26,B.1.177,0,0.0,2
11387,Bulgaria,2020-10-26,Delta,0,0.0,2
11395,Bulgaria,2020-10-26,Omicron,0,0.0,2
11399,Bulgaria,2020-10-26,non_who,2,100.0,2
11400,Bulgaria,2020-11-09,Alpha,0,0.0,5
11405,Bulgaria,2020-11-09,B.1.177,0,0.0,5
11411,Bulgaria,2020-11-09,Delta,0,0.0,5
11419,Bulgaria,2020-11-09,Omicron,0,0.0,5
11423,Bulgaria,2020-11-09,non_who,5,100.0,5
11424,Bulgaria,2020-11-23,Alpha,0,0.0,5
11429,Bulgaria,2020-11-23,B.1.177,0,0.0,5
11435,Bulgaria,2020-11-23,Delta,0,0.0,5
11443,Bulgaria,2020-11-23,Omicron,0,0.0,5
11447,Bulgaria,2020-11-23,non_who,5,100.0,5
11448,Bulgaria,2020-12-07,Alpha,0,0.0,7
11453,Bulgaria,2020-12-07,B.1.177,0,0.0,7
11459,Bulgaria,2020-12-07,Delta,0,0.0,7
11467,Bulgaria,2020-12-07,Omicron,0,0.0,7
11471,Bulgaria,2020-12-07,non_who,7,100.0,7
11472,Bulgaria,2020-12-21,Alpha,2,4.0,50
11477,Bulgaria,2020-12-21,B.1.177,1,2.0,50
11483,Bulgaria,2020-12-21,Delta,0,0.0,50
11491,Bulgaria,2020-12-21,Omicron,0,0.0,50
11495,Bulgaria,2020-12-21,non_who,48,96.0,50
11496,Bulgaria,2021-01-04,Alpha,2,5.13,39
11501,Bulgaria,2021-01-04,B.1.177,6,15.38,39
11507,Bulgaria,2021-01-04,Delta,0,0.0,39
11515,Bulgaria,2021-01-04,Omicron,0,0.0,39
11519,Bulgaria,2021-01-04,non_who,37,94.87,39
11520,Bulgaria,2021-01-11,Alpha,20,35.71,56
11525,Bulgaria,2021-01-11,B.1.177,2,3.57,56
11531,Bulgaria,2021-01-11,Delta,0,0.0,56
11539,Bulgaria,2021-01-11,Omicron,0,0.0,56
11543,Bulgaria,2021-01-11,non_who,36,64.29,56
11544,Bulgaria,2021-01-25,Alpha,62,67.39,92
11549,Bulgaria,2021-01-25,B.1.177,3,3.26,92
11555,Bulgaria,2021-01-25,Delta,0,0.0,92
11563,Bulgaria,2021-01-25,Omicron,0,0.0,92
11567,Bulgaria,2021-01-25,non_who,30,32.61,92
