cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,Id,poisonous
x,f,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,1281,1
x,y,n,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,6994,1
f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,4462,1
x,s,p,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,7889,1
f,f,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,7681,0
f,y,y,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,5363,1
x,f,g,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,4187,0
x,f,w,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,1818,0
f,f,c,False,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,6298,0
x,y,n,False,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,4023,0
x,f,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,391,1
x,f,y,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,2550,1
x,f,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,3242,0
f,y,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,5573,1
k,y,n,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1201,1
f,y,u,False,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,164,0
f,f,e,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,383,0
f,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,6710,1
x,y,n,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,5853,1
k,s,e,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,4205,1
x,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,c,l,7236,0
x,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,4209,0
x,y,n,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,477,1
x,y,r,False,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,630,0
x,s,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,3541,1
x,y,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,1921,1
x,y,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,7864,0
f,y,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,6729,1
x,f,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,1597,0
x,s,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,4064,1
f,f,n,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,4662,0
x,f,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,1258,1
x,f,n,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,7957,0
f,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,3247,1
x,y,n,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,2787,0
x,y,e,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,573,1
x,f,p,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,163,1
x,f,w,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,427,0
x,s,e,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,6233,1
x,f,e,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,555,0
x,y,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,4629,0
k,y,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1835,1
x,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,5197,1
x,s,n,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,685,1
f,f,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,5154,0
x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,6430,0
f,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,6786,0
x,f,w,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,6916,0
x,s,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,4194,1
f,f,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,2036,0
b,y,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,5725,0
f,f,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,581,0
x,y,n,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,3681,0
f,f,g,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,882,1
f,y,c,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,2362,0
f,y,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,2889,1
f,y,g,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,4578,0
f,y,n,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,3723,1
x,s,w,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,1659,1
k,s,n,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,7304,0
b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,2334,0
x,s,n,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,7748,1
f,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1932,1
f,y,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,541,1
x,y,g,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,5135,1
f,f,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,5018,1
f,f,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,4078,1
x,f,g,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,2190,0
f,y,r,False,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,4354,0
b,y,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,7621,0
x,y,e,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,1009,0
x,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,2665,1
b,y,w,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,2808,0
f,f,n,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,4825,0
x,f,g,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,3684,0
x,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,252,1
f,y,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,5877,0
b,s,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,511,0
f,y,n,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,3821,1
f,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,2143,0
f,s,e,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,3222,1
x,f,n,False,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,3661,0
f,y,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,6333,1
f,s,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,7425,1
x,y,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,6312,1
x,y,g,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,172,1
b,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,3059,0
x,y,n,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,3460,0
x,y,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,403,0
f,s,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,7756,1
f,s,e,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,3211,1
f,s,n,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,5219,1
x,y,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,4642,1
f,y,b,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,1678,0
f,f,n,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,764,0
x,f,g,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,2269,0
x,f,w,False,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,3367,1
f,y,e,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,7302,1
x,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,2586,1
f,y,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,244,1
x,s,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,5788,1
f,f,n,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,423,0
f,s,b,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,3706,1
x,f,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1363,1
k,s,e,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1879,1
x,f,g,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,5641,0
x,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,3024,1
f,f,w,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,3197,0
x,y,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,7221,0
f,f,g,True,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,5334,0
s,f,n,False,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,1024,0
x,y,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,5595,0
x,f,g,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,554,0
x,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,1586,1
x,f,y,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,2038,1
x,s,b,True,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,1824,1
x,s,w,False,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,1765,1
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l,3736,0
x,y,n,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,4412,1
x,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,4622,1
x,f,w,False,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,7209,1
x,s,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,7625,1
f,f,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,3356,0
f,y,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,4287,1
k,s,e,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,5927,1
f,f,g,False,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,1634,0
x,f,g,False,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,4203,0
k,y,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1589,1
f,y,g,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,6966,0
x,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,7033,1
f,f,g,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,1710,0
x,f,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,5150,0
f,f,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,2413,0
f,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,5691,1
f,f,n,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,1930,0
x,y,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,2597,1
s,f,g,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,3820,0
x,f,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,4706,1
f,s,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,6121,1
b,y,w,True,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,7478,1
f,y,w,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,4235,1
f,y,e,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,2348,1
k,s,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1043,1
x,y,g,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,1833,0
b,s,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1247,0
x,f,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,6961,1
f,y,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,2990,1
f,f,n,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,6173,0
f,s,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,6936,1
f,f,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,56,0
x,y,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,5600,0
x,f,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,4024,1
k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l,7190,0
f,f,n,False,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,5702,0
x,y,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,7463,1
f,s,y,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,393,0
x,y,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,4208,1
x,y,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,1981,0
x,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,7489,0
f,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,7552,1
x,f,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,3786,1
x,y,y,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,7955,1
x,y,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,7860,0
f,y,n,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,3824,0
x,f,g,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,284,0
x,f,g,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,5606,0
k,s,n,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,7850,1
x,f,e,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,4094,0
x,y,y,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,6992,1
x,y,n,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,6774,1
f,s,b,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,3560,1
b,s,w,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,185,0
x,f,n,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,1564,0
f,s,g,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,2120,0
f,f,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,3815,0
x,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,99,1
x,y,e,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,6587,0
x,f,g,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,7008,1
x,f,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,430,0
b,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1598,0
k,y,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,2725,1
f,s,g,True,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,6216,1
f,y,e,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,12,1
x,s,g,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,917,0
x,s,n,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,7762,1
x,f,n,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,935,0
x,y,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,4541,1
f,f,g,False,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,1262,1
f,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,5715,1
f,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,3102,1
f,s,g,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,5616,0
k,s,n,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,7498,1
x,y,n,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,4182,1
x,f,n,False,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,5039,0
f,y,g,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,6586,0
f,y,y,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,5038,0
b,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l,5097,0
f,y,g,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,955,1
f,f,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,7542,1
x,f,g,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,1828,0
f,f,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,2962,1
x,f,n,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,6807,0
f,y,e,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1499,1
x,s,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,3790,1
f,f,e,True,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,756,0
f,s,n,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,4586,0
k,y,n,False,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,3005,1
x,y,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,32,1
x,y,g,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,1447,0
f,y,n,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,7179,1
x,y,e,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,3779,1
f,s,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,2694,1
x,y,y,False,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,6357,1
x,f,g,True,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,3508,0
x,y,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,7804,0
x,s,p,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,6334,1
x,f,n,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,5354,0
x,s,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,3060,1
x,f,n,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,1891,0
f,f,n,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,3037,0
f,f,g,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,5571,0
x,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,4696,1
x,s,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,2964,0
f,f,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,3633,0
x,f,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,574,0
f,y,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,5095,1
x,y,y,False,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,190,1
f,y,n,True,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,5458,0
x,y,e,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,7299,1
b,s,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1698,0
f,y,g,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,4318,1
f,s,n,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,7412,1
f,y,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,7488,1
f,s,e,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,5032,1
f,y,n,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,5833,0
x,f,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,2238,1
f,y,u,False,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,2792,0
f,s,w,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,6872,0
x,y,c,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,5173,1
b,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,2884,0
x,f,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,639,1
f,f,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,1471,0
f,f,n,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,1945,0
b,y,w,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1630,0
x,y,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,312,1
b,s,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,57,0
x,y,n,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,6529,1
x,f,n,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,364,0
b,s,y,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,6021,0
x,y,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,7678,1
f,f,n,True,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,2828,0
f,y,b,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,4680,1
f,y,y,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,6698,0
x,y,g,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,4745,0
f,f,n,True,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,3133,0
f,s,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,815,1
x,s,w,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,1772,1
f,f,e,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,135,0
f,f,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,4373,1
f,s,e,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,593,1
x,y,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,6034,0
x,s,n,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,254,0
x,s,g,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,8119,1
x,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,6522,0
x,f,g,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,7978,1
f,y,n,False,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,4860,1
x,y,r,False,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,6867,0
x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,5812,0
x,y,w,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,2791,0
x,y,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,4385,0
x,s,w,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,7479,1
f,y,e,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,3281,1
f,f,n,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,7001,0
b,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,5267,0
b,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,3012,0
x,y,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,1532,0
f,f,g,False,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,3802,1
f,s,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,4000,0
x,s,e,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,7181,1
f,s,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,8122,1
x,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,4495,1
x,s,b,True,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,3926,1
f,f,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,1979,1
